time,cell_id,user_id,slice_id,throughput_dl_mbps,throughput_ul_mbps,latency_ms,jitter_ms,packet_loss_pct
2025-11-07 10:00:00,cell_01,UE_030,eMBB,62.02577460319716,22.145384361681774,5.838731194652109,0.6514013241531348,0.46822633298306016
2025-11-07 10:00:00,cell_01,UE_016,eMBB,63.844322235764125,13.599499420053217,14.238016644746882,0.8235478143687766,0.7083535502177936
2025-11-07 10:00:00,cell_01,UE_025,eMBB,58.32111967711963,17.440078302613067,11.879174100532797,2.0104623221564686,0.47063978497134323
2025-11-07 10:00:00,cell_01,UE_018,eMBB,40.48050802772579,15.945957267101706,11.630913583727596,1.381729674426622,0.6829545140197423
2025-11-07 10:00:00,cell_01,UE_009,eMBB,75.77256411713634,20.560935687605607,9.802280801474232,1.3238463697158847,0.44892311803535434
2025-11-07 10:00:00,cell_01,UE_010,eMBB,65.99534719124746,13.271956245610067,14.449946586106288,2.027117453323668,0.6806727467244659
2025-11-07 10:00:00,cell_01,UE_020,eMBB,84.44248962087873,18.845352295442094,11.884565612289855,1.5197199926325493,0.6751962044595169
2025-11-07 10:00:00,cell_01,UE_026,eMBB,61.548385623271415,21.29089360814878,9.22572115109417,1.7573675343398454,0.6416354943790293
2025-11-07 10:00:00,cell_01,UE_013,eMBB,93.83641555605496,29.300931181864836,15.310982646659639,1.4952722255560122,0.7824101124942877
2025-11-07 10:00:00,cell_01,UE_001,eMBB,89.52473106732481,23.5334731465176,12.924880452977622,2.1960205359236045,0.6673936607084586
2025-11-07 10:00:00,cell_02,UE_016,eMBB,82.68725457143582,23.440364889943464,12.55729387205445,0.8602129356251517,0.5636833074263914
2025-11-07 10:00:00,cell_02,UE_005,eMBB,81.56347336791067,27.780828299778758,6.76699429206173,0.9342498199289373,0.5812320002600456
2025-11-07 10:00:00,cell_02,UE_023,eMBB,80.63831439462322,16.957894824512493,20.363212462006643,2.5140753456341915,0.622066415908587
2025-11-07 10:00:00,cell_02,UE_003,eMBB,80.88233225940083,20.092065430986697,12.556361329826396,2.39845894749766,0.6895610334590124
2025-11-07 10:00:00,cell_02,UE_008,eMBB,91.94804011609409,30.03997107517487,7.8850593568284175,-0.0921348828469275,0.587913696182381
2025-11-07 10:00:00,cell_02,UE_017,eMBB,114.83070038859645,23.347098480461682,16.54393085524809,0.1037296544586761,0.6191921095356858
2025-11-07 10:00:00,cell_02,UE_001,eMBB,70.94456079284477,27.480091685051764,18.1233956456878,1.424075165592166,0.5380063554602678
2025-11-07 10:00:00,cell_02,UE_024,eMBB,101.21912714911952,31.483213738339973,15.135466282538053,-0.09393660630742229,0.6273820114974352
2025-11-07 10:00:00,cell_02,UE_020,eMBB,69.26396805460189,23.9093078009854,9.820453032524481,1.5996861487635932,0.7152100098418004
2025-11-07 10:00:00,cell_02,UE_009,eMBB,91.09650950563847,30.8251493918313,10.196836755498921,-0.17161982165275647,0.6599981541259111
2025-11-07 10:00:00,cell_03,UE_009,URLLC,86.48961179270214,18.05217701688814,12.619510860285772,1.2503677662465835,0.6191772703782913
2025-11-07 10:00:00,cell_03,UE_010,URLLC,85.60292861875875,26.918568001248644,6.81841003597845,-0.2676780415810134,0.5251358741045092
2025-11-07 10:00:00,cell_03,UE_023,URLLC,42.3882531890914,15.634594708751269,6.385846702997937,1.2736972212017728,0.4947600129912082
2025-11-07 10:00:00,cell_03,UE_018,URLLC,57.10988352352093,21.115463332319894,8.700119322927168,1.2886514014653185,0.5598245139146939
2025-11-07 10:00:00,cell_03,UE_004,URLLC,61.40566161362138,19.791213123025855,11.93623741876533,0.010358120422113926,0.6945467646443335
2025-11-07 10:00:00,cell_03,UE_026,URLLC,74.15351701323233,21.333583070863234,11.084598332952817,-0.09167190443488149,0.7242707847856082
2025-11-07 10:00:00,cell_03,UE_011,URLLC,86.72536745750816,23.010863286544232,7.4999696027136515,0.2087115186313978,0.6739364575340704
2025-11-07 10:00:00,cell_03,UE_005,URLLC,79.31591739595032,22.388565949985487,14.832762249982805,0.7177668591909419,0.6434224689453326
2025-11-07 10:00:00,cell_03,UE_002,URLLC,47.23077121930985,11.187398563933913,13.529416580289922,1.21722427571076,0.5533473557244732
2025-11-07 10:00:00,cell_03,UE_025,URLLC,79.83991740211479,19.79690407026262,15.65232758602462,1.7490882730120205,0.6670009632370508
2025-11-07 10:01:00,cell_01,UE_009,eMBB,116.56249225936641,37.669527768297506,14.997559793544074,1.8438241107564297,0.6925779140086364
2025-11-07 10:01:00,cell_01,UE_008,eMBB,74.80909258099355,27.098908188105174,14.645361618831869,1.910825509885105,0.6984282682035561
2025-11-07 10:01:00,cell_01,UE_002,eMBB,80.57176337846384,19.572317431039963,11.456385902607948,0.7271297090503626,0.5763224534161888
2025-11-07 10:01:00,cell_01,UE_027,eMBB,73.83619575067452,24.832791207856978,18.82722530631824,0.6444916794834743,0.5561280023021902
2025-11-07 10:01:00,cell_01,UE_011,eMBB,87.540681301077,18.194215807189927,12.408239649442935,1.6894726389962986,0.5433448294898254
2025-11-07 10:01:00,cell_01,UE_006,eMBB,121.95202185338239,42.235588979332455,19.453617435721707,1.5775989609191439,0.6006466780661398
2025-11-07 10:01:00,cell_01,UE_001,eMBB,59.27880860140148,19.915839437554013,14.318187348200468,0.5692036132544988,0.6529675078081958
2025-11-07 10:01:00,cell_01,UE_024,eMBB,20.609516018222926,5.348726582971829,10.516245136427745,1.4436664033753703,0.5717261643060637
2025-11-07 10:01:00,cell_01,UE_007,eMBB,87.20110086943035,19.03956069293245,14.957158356884715,2.619257617379988,0.8193256412046654
2025-11-07 10:01:00,cell_01,UE_025,eMBB,87.36092016183788,29.80460161453522,18.275194290626615,1.9175920160443227,0.616837765285814
2025-11-07 10:01:00,cell_02,UE_020,IoT,78.1153715818254,15.800453152328078,9.832473376123147,0.3009047364921609,0.5737389608663682
2025-11-07 10:01:00,cell_02,UE_017,IoT,95.09892827164647,26.149743724984354,14.03748211985927,2.0938922036970395,0.5280994971618936
2025-11-07 10:01:00,cell_02,UE_024,IoT,81.59106548605044,32.135498429108615,10.693563049215395,3.345117602488743,0.6350203564597325
2025-11-07 10:01:00,cell_02,UE_012,IoT,116.60584329107027,44.337226608575044,20.308230377218376,4.22062597093951,0.5299687265046942
2025-11-07 10:01:00,cell_02,UE_022,IoT,42.14763768091268,13.349472802690697,10.823342289513695,-0.8303722881128495,0.6572406919350496
2025-11-07 10:01:00,cell_02,UE_003,IoT,100.83468344807407,28.601617523359998,18.4004996963021,3.019490090351497,0.5387987470313598
2025-11-07 10:01:00,cell_02,UE_011,IoT,91.82062606286486,25.981922494119065,18.0673213100858,1.6981034669197241,0.6372798673975046
2025-11-07 10:01:00,cell_02,UE_015,IoT,105.76698274732486,41.13840068001268,14.239723733625485,0.9739069018833049,0.6558002605097576
2025-11-07 10:01:00,cell_02,UE_027,IoT,80.38063962546553,19.751818915518957,14.400937017154952,2.5005405158259633,0.7808276104263832
2025-11-07 10:01:00,cell_02,UE_030,IoT,80.59636093693742,28.568482559099607,18.838332327959787,3.063130416859805,0.6274491751139037
2025-11-07 10:01:00,cell_03,UE_009,eMBB,113.93670145471759,40.93681367535619,14.217616252872741,2.633918058512376,0.592176112986847
2025-11-07 10:01:00,cell_03,UE_013,eMBB,57.965792914866626,18.313132195914285,10.711893042073747,1.55628341582065,0.39054640589486367
2025-11-07 10:01:00,cell_03,UE_022,eMBB,93.15834348595894,21.986622458810924,9.45927855566228,0.19348115523935927,0.7088254358763134
2025-11-07 10:01:00,cell_03,UE_008,eMBB,91.8775407194333,22.488848477449675,15.132561938715458,1.0100187082057979,0.7034387125986543
2025-11-07 10:01:00,cell_03,UE_001,eMBB,104.47625787531072,28.333783197505074,20.068146474495517,0.7883250061629661,0.4898639926768364
2025-11-07 10:01:00,cell_03,UE_004,eMBB,72.83642589435365,16.854023849715812,18.02026701673376,1.9801551274344407,0.6046041968422187
2025-11-07 10:01:00,cell_03,UE_010,eMBB,92.22096749580027,28.242961864925075,10.72797544918589,0.819878240811594,0.5927511601021789
2025-11-07 10:01:00,cell_03,UE_029,eMBB,79.33723030681853,22.16942175114672,16.17662714247168,1.9113287378566337,0.5294517910708931
2025-11-07 10:01:00,cell_03,UE_003,eMBB,43.68205057527878,11.732359840860703,12.329032318105115,-0.9437781574616708,0.5543985631485576
2025-11-07 10:01:00,cell_03,UE_018,eMBB,123.44220349312167,38.45822755665807,16.666920718900602,3.146125999718885,0.8060662723565124
2025-11-07 10:02:00,cell_01,UE_021,eMBB,82.71077744643782,20.808424155391798,13.735823376920052,1.874499525316386,0.4924881437955664
2025-11-07 10:02:00,cell_01,UE_027,eMBB,62.472792016897316,22.109032798133892,15.381467700511594,0.9735897667815845,0.49731202000139596
